platformBlocks
75, 750, 12, <null>, <null>,
22500, 600,
22650, 600,
7350, 650,
29550, 575,
29850, 575,
30900, 700,
31050, 700,
23550, 525,
23850, 475,
27150, 525,
28050, 450,
killFloors
1725, 775,
12175, 825,
13075, 825,
27925, 650,
18300, 725,
15925, 800,
20200, 700,
28050, 675,
29675, 750,
2550, 775,
6900, 775,
5650, 800,
24900, 600,
10400, 800,
goalBlocks
31275, 700,
breakableWalls
21700, 350,
22900, 350,
24100, 250,
25300, 250,
26500, 375,
27700, 275,
28900, 375,
30100, 450,
ziplines
placers
slideWalls
14625, 675,
14925, 675,
15225, 675,
15525, 675,
18525, 575,
19050, 575,
19100, 575,
21075, 575,
30650, 675,
30700, 675,
powerups
3975, 625,
9150, 700,
15375, 625,
22050, 525,
25800, 400,
