platformBlocks
75, 575, 12, <null>, <null>,
20400, 675, 12, <null>, <null>,
20550, 675, 12, <null>, <null>,
20700, 675, 12, <null>, <null>,
20850, 675, 12, <null>, <null>,
21000, 675, 12, <null>, <null>,
21150, 675, 12, <null>, <null>,
21300, 675, 12, <null>, <null>,
21450, 675, 12, <null>, <null>,
21600, 675, 12, <null>, <null>,
21750, 675, 12, <null>, <null>,
21900, 675, 12, <null>, <null>,
22050, 675, 12, <null>, <null>,
22200, 675, 12, <null>, <null>,
22350, 675, 12, <null>, <null>,
22500, 675, 12, <null>, <null>,
22650, 675, 12, <null>, <null>,
22800, 675, 12, <null>, <null>,
22950, 675, 12, <null>, <null>,
23100, 675, 12, <null>, <null>,
23250, 675, 12, <null>, <null>,
23400, 675, 12, <null>, <null>,
23550, 675, 12, <null>, <null>,
23700, 675, 12, <null>, <null>,
23850, 675, 12, <null>, <null>,
24000, 675, 12, <null>, <null>,
24150, 675, 12, <null>, <null>,
24300, 675, 12, <null>, <null>,
24450, 675, 12, <null>, <null>,
24600, 675, 12, <null>, <null>,
24750, 675, 12, <null>, <null>,
24900, 675, 12, <null>, <null>,
25050, 675, 12, <null>, <null>,
25200, 675, 12, <null>, <null>,
25350, 675, 12, <null>, <null>,
25500, 675, 12, <null>, <null>,
25650, 675, 12, <null>, <null>,
25800, 675, 12, <null>, <null>,
25950, 675, 12, <null>, <null>,
26100, 675, 12, <null>, <null>,
26250, 675, 12, <null>, <null>,
26400, 675, 12, <null>, <null>,
26550, 675, 12, <null>, <null>,
26700, 675, 12, <null>, <null>,
26850, 675, 12, <null>, <null>,
27000, 675, 12, <null>, <null>,
27150, 675, 12, <null>, <null>,
27300, 675, 12, <null>, <null>,
27450, 675, 12, <null>, <null>,
27600, 675, 12, <null>, <null>,
27750, 675, 12, <null>, <null>,
27900, 675, 12, <null>, <null>,
28050, 675, 12, <null>, <null>,
28200, 675, 12, <null>, <null>,
28350, 675, 12, <null>, <null>,
28500, 675, 12, <null>, <null>,
28650, 675, 12, <null>, <null>,
28800, 675, 12, <null>, <null>,
28950, 675, 12, <null>, <null>,
29100, 675, 12, <null>, <null>,
29250, 675, 12, <null>, <null>,
29400, 675, 12, <null>, <null>,
29550, 675, 12, <null>, <null>,
29700, 675, 12, <null>, <null>,
29850, 675, 12, <null>, <null>,
30000, 675, 12, <null>, <null>,
30150, 675, 12, <null>, <null>,
30300, 675, 12, <null>, <null>,
30450, 675, 12, <null>, <null>,
30600, 675, 12, <null>, <null>,
30750, 675, 12, <null>, <null>,
30900, 675, 12, <null>, <null>,
31050, 675, 12, <null>, <null>,
31200, 675, 12, <null>, <null>,
31350, 675, 12, <null>, <null>,
31500, 675, 12, <null>, <null>,
31650, 675, 12, <null>, <null>,
31800, 675, 12, <null>, <null>,
31950, 675, 12, <null>, <null>,
32100, 675, 12, <null>, <null>,
32250, 675, 12, <null>, <null>,
32400, 675, 12, <null>, <null>,
32550, 675, 12, <null>, <null>,
32700, 675, 12, <null>, <null>,
32850, 675, 12, <null>, <null>,
33000, 675, 12, <null>, <null>,
33150, 675, 12, <null>, <null>,
33300, 675, 12, <null>, <null>,
33600, 675, 12, <null>, <null>,
33450, 675, 12, <null>, <null>,
33750, 675, 12, <null>, <null>,
33900, 675, 12, <null>, <null>,
34050, 675, 12, <null>, <null>,
34200, 675, 12, <null>, <null>,
34350, 675, 12, <null>, <null>,
34500, 675, 12, <null>, <null>,
34650, 675, 12, <null>, <null>,
34825, 675, 12, <null>, <null>,
34800, 675, 12, <null>, <null>,
36150, 675, 12, <null>, <null>,
36300, 675, 12, <null>, <null>,
36450, 675, 12, <null>, <null>,
36600, 675, 12, <null>, <null>,
36750, 675, 12, <null>, <null>,
36900, 675, 12, <null>, <null>,
37050, 675, 12, <null>, <null>,
37200, 675, 12, <null>, <null>,
34900, 675, 12, <null>, <null>,
35175, 675, 12, <null>, <null>,
35500, 675, 12, <null>, <null>,
35475, 675, 12, <null>, <null>,
35800, 675, 12, <null>, <null>,
35775, 675, 12, <null>, <null>,
36075, 675, 12, <null>, <null>,
37350, 675, 12, <null>, <null>,
37500, 675, 12, <null>, <null>,
37650, 675, 12, <null>, <null>,
37800, 675, 12, <null>, <null>,
37950, 675, 12, <null>, <null>,
38100, 675, 12, <null>, <null>,
38250, 675, 12, <null>, <null>,
38400, 675, 12, <null>, <null>,
38550, 675, 12, <null>, <null>,
38700, 675, 12, <null>, <null>,
38850, 675, 12, <null>, <null>,
39000, 675, 12, <null>, <null>,
39150, 675, 12, <null>, <null>,
39300, 675, 12, <null>, <null>,
39450, 675, 12, <null>, <null>,
39600, 675, 12, <null>, <null>,
39750, 675, 12, <null>, <null>,
39900, 675, 12, <null>, <null>,
40050, 675, 12, <null>, <null>,
40200, 675, 12, <null>, <null>,
40350, 675, 12, <null>, <null>,
40500, 675, 12, <null>, <null>,
40650, 675, 12, <null>, <null>,
40800, 675, 12, <null>, <null>,
40950, 675, 12, <null>, <null>,
41100, 675, 12, <null>, <null>,
41250, 675, 12, <null>, <null>,
41400, 675, 12, <null>, <null>,
41550, 675, 12, <null>, <null>,
41700, 675, 12, <null>, <null>,
41850, 675, 12, <null>, <null>,
42000, 675, 12, <null>, <null>,
16825, 675, 12, <null>, <null>,
35200, 675, 12, <null>, <null>,
actionIndicators
playerCheckpoints
16125, 625,
19275, 625,
26925, 625,
31725, 625,
36525, 625,
41475, 600,
player
0, 526.06689453125,
enemies
9675, 625, enemy,
10275, 625, enemy,
10875, 625, enemy,
11475, 625, enemy,
12075, 625, enemy,
12675, 625, enemy,
13275, 625, enemy,
13875, 625, enemy,
24075, 625, enemy,
24375, 625, enemy,
24675, 625, enemy,
24975, 625, enemy,
25275, 625, enemy,
25575, 625, enemy,
25875, 625, enemy,
26175, 625, enemy,
33825, 550, enemy,
34125, 550, enemy,
34425, 550, enemy,
34725, 550, enemy,
35025, 550, enemy,
35325, 550, enemy,
35625, 550, enemy,
35925, 550, enemy,
killFloors
35150, 750,
35950, 750,
18350, 750,
17225, 750,
goalBlocks
42025, 625,
breakableWalls
40975, 375,
ziplines
placers
slideWalls
28950, 600,
29250, 600,
29550, 600,
29850, 600,
30150, 600,
30450, 600,
30750, 600,
31050, 600,
powerups
12450, 600,
jumpBoosts
coins
975, 625,
2850, 625,
keyBindings
24075, 525, punch,
24375, 525, punch,
9675, 525, punch,
10275, 525, punch,
10875, 525, punch,
11475, 525, punch,
16875, 550, jump,
17475, 550, jump,
18075, 550, jump,
24675, 525, punch,
28800, 550, slide,
40950, 350.000030517578, punch,
skips
8475, 625,
15100, 600,
22825, 525,
26925, 600,
31700, 575,
36525, 600,
mashes
825, 525, 2775, 525,
holds
1575, 425, 1125, 400,
