platformBlocks
75, 675, 12, <null>, <null>,
38325, 500, 12, <null>, <null>,
38475, 500, 12, <null>, <null>,
38500, 500, 12, <null>, <null>,
38775, 500, 12, <null>, <null>,
38925, 500, 12, <null>, <null>,
39075, 500, 12, <null>, <null>,
39375, 500, 12, <null>, <null>,
39775, 550, 12, <null>, <null>,
39825, 550, 12, <null>, <null>,
39975, 550, 12, <null>, <null>,
40125, 550, 12, <null>, <null>,
40175, 550, 12, <null>, <null>,
40325, 500, 12, <null>, <null>,
40400, 500, 12, <null>, <null>,
40725, 500, 12, <null>, <null>,
40875, 500, 12, <null>, <null>,
41025, 500, 12, <null>, <null>,
41175, 500, 12, <null>, <null>,
41325, 500, 12, <null>, <null>,
41350, 500, 12, <null>, <null>,
41625, 500, 12, <null>, <null>,
41775, 500, 12, <null>, <null>,
41925, 500, 12, <null>, <null>,
42025, 500, 12, <null>, <null>,
42175, 550, 12, <null>, <null>,
42325, 550, 12, <null>, <null>,
42525, 500, 12, <null>, <null>,
42825, 500, 12, <null>, <null>,
42975, 500, 12, <null>, <null>,
43125, 500, 12, <null>, <null>,
43225, 500, 12, <null>, <null>,
43375, 550, 12, <null>, <null>,
43525, 550, 12, <null>, <null>,
43675, 600, 12, <null>, <null>,
43750, 600, 12, <null>, <null>,
44025, 600, 12, <null>, <null>,
44050, 600, 12, <null>, <null>,
44325, 600, 12, <null>, <null>,
44475, 600, 12, <null>, <null>,
44625, 600, 12, <null>, <null>,
44775, 600, 12, <null>, <null>,
44925, 600, 12, <null>, <null>,
45075, 600, 12, <null>, <null>,
37600, 500, 12, <null>, <null>,
39225, 500, 12, <null>, <null>,
39500, 500, 12, <null>, <null>,
40675, 500, 12, <null>, <null>,
42375, 550, 12, <null>, <null>,
42550, 500, 12, <null>, <null>,
actionIndicators
playerCheckpoints
5425, 550,
12000, 600,
16800, 475,
19825, 475,
35400, 450,
22350, 475,
29400, 425,
39150, 425,
43200, 425,
player
0, 640,
enemies
600, 625,
900, 625,
1200, 625,
1500, 625,
12300, 625,
14100, 525,
14700, 475,
7500, 575,
8100, 625,
8700, 625,
9900, 575,
10500, 625,
17100, 500,
19500, 500,
18900, 500,
19350, 500,
11700, 625,
20100, 500,
2700, 625,
3900, 675,
6300, 575,
4800, 625,
5100, 575,
15000, 400,
12600, 550,
11325, 625,
17400, 425,
18600, 425,
16275, 425,
3600, 675,
21600, 500,
21750, 500,
20700, 425,
22200, 500,
22800, 500,
23550, 425,
24000, 500,
24900, 500,
23100, 500,
25500, 500,
25650, 500,
27975, 450,
27225, 500,
27375, 500,
26775, 500,
26625, 500,
26175, 500,
26025, 500,
25575, 500,
28575, 550,
28425, 550,
29625, 450,
29775, 450,
29175, 450,
30750, 450,
31050, 450,
31575, 450,
32625, 375,
33150, 450,
33450, 450,
34050, 375,
33750, 375,
34350, 450,
34650, 450,
31350, 375,
34950, 450,
35100, 450,
35250, 450,
34725, 450,
35400, 450,
36600, 375,
37050, 500,
38250, 450,
39000, 450,
40050, 500,
41250, 450,
41850, 450,
43050, 450,
43950, 475,
44250, 475,
44850, 550,
37575, 450,
37650, 450,
37725, 450,
38625, 375,
39450, 450,
40350, 450,
40650, 450,
killFloors
12600, 725,
14925, 600,
15925, 600,
17275, 600,
18450, 600,
19475, 600,
20400, 600,
11450, 725,
3050, 750,
4350, 750,
5425, 675,
23600, 600,
24725, 600,
26625, 600,
27350, 600,
31425, 550,
32775, 550,
33850, 550,
36150, 575,
37950, 550,
38900, 550,
goalBlocks
45050, 550,
breakableWalls
ziplines
21000, 500, 22200, 500,
30000, 425, 30600, 425,
placers
slideWalls
2475, 500,
2475, 575,
5925, 525,
17775, 450,
16575, 450,
15375, 450,
12975, 575,
6975, 525,
9375, 525,
11175, 575,
23725, 450,
24350, 450,
24400, 450,
24450, 450,
27100, 450,
28150, 500,
31725, 400,
32900, 400,
34450, 400,
32850, 400,
36225, 400,
36275, 400,
36800, 450,
38875, 400,
39825, 450,
41025, 400,
41650, 400,
44625, 500,
powerups
15975, 400,
12000, 525,
7875, 475,
3075, 525,
20325, 425,
23875, 400,
32025, 375,
