platformBlocks
450, 575, 12, <null>, <null>,
18300, -75, enemy,
18525, 0, enemy,
18750, 75, enemy,
19050, 175, enemy,
18900, 125, enemy,
19125, 200, enemy,
19200, 225, enemy,
19500, 300, enemy,
19425, 300, enemy,
19725, 300, enemy,
19875, 300, enemy,
19950, 300, enemy,
20025, 300, enemy,
20100, 300, enemy,
20550, -200, enemy,
20850, -275, enemy,
21000, -200, enemy,
21150, -200, enemy,
21750, -275, enemy,
22050, -275, enemy,
22200, -200, enemy,
22275, -200, enemy,
22350, -200, enemy,
22425, -200, enemy,
22500, -200, enemy,
22575, -200, enemy,
22650, -200, enemy,
22875, -250, enemy,
22950, -250, enemy,
23025, -250, enemy,
23100, -250, enemy,
23325, -300, enemy,
23400, -300, enemy,
23475, -300, enemy,
24000, -300, enemy,
24450, -300, enemy,
25350, -375, enemy,
25650, -375, enemy,
25800, -300, enemy,
25950, -300, enemy,
26550, -375, enemy,
27000, -300, enemy,
27075, -300, enemy,
27150, -300, enemy,
27225, -300, enemy,
27450, -350, enemy,
27525, -350, enemy,
26850, -375, enemy,
27750, -400, enemy,
27825, -400, enemy,
27900, -400, enemy,
27975, -400, enemy,
28275, -475, enemy,
28500, -400, enemy,
28800, -350, enemy,
29100, -350, enemy,
29250, -350, enemy,
29325, -350, enemy,
29475, -350, enemy,
29550, -350, enemy,
29625, -350, enemy,
29700, -350, enemy,
17700, -25, enemy,
17850, -25, enemy,
17550, -25, enemy,
24525, -300, enemy,
24675, -300, enemy,
24900, -375, enemy,
25050, -300, enemy,
27675, -400, enemy,
28350, -400, enemy,
killFloors
6075, 125,
4825, 125,
3350, 125,
2350, 125,
1575, 600,
20800, 375,
8775, 50,
10850, 25,
12750, 25,
14025, -25,
15125, -25,
17200, 75,
18975, 400,
18075, 400,
21125, -75,
21925, -75,
23925, -200,
25225, -200,
26650, -200,
28125, -300,
goalBlocks
30900, -350,
breakableWalls
29950, -600,
ziplines
18100, -125, 19350, 200,
placers
slideWalls
3500, -25,
5600, -25,
6950, -25,
7000, -25,
8150, -125,
2775, -25,
5175, -25,
8975, -125,
10150, -125,
10700, -125,
11750, -125,
12400, -125,
12950, -125,
14000, -175,
14750, -175,
21375, -250,
23775, -350,
24350, -350,
26175, -350,
28975, -400,
powerups
3100, -75,
13050, -150,
26250, -350,
jumpBoosts
1050, 500,
20175, 275,
coins
17025, -125,
17325, -125,
11925, -175,
8325, -175,
21475, -250,
25200, -300,
19625, 200,
keyBindings
skips
mashes
1800, 25, 2325, 25,
4175, 25, 4700, 25,
holds
moveLines
platformBlocks
425, 575, 12, <null>, <null>,
575, 575, 12, <null>, <null>,
725, 575, 12, <null>, <null>,
875, 575, 12, <null>, <null>,
1025, 575, 12, <null>, <null>,
1475, 75, 12, <null>, <null>,
1375, 75, 12, <null>, <null>,
1625, 75, 12, <null>, <null>,
1775, 75, 12, <null>, <null>,
1925, 75, 12, <null>, <null>,
2075, 75, 12, <null>, <null>,
2225, 75, 12, <null>, <null>,
2325, 75, 12, <null>, <null>,
2600, 75, 12, <null>, <null>,
2675, 75, 12, <null>, <null>,
2825, 75, 12, <null>, <null>,
2925, 75, 12, <null>, <null>,
3200, 75, 12, <null>, <null>,
3275, 75, 12, <null>, <null>,
3425, 75, 12, <null>, <null>,
3525, 75, 12, <null>, <null>,
3800, 75, 12, <null>, <null>,
3875, 75, 12, <null>, <null>,
4025, 75, 12, <null>, <null>,
4175, 75, 12, <null>, <null>,
4325, 75, 12, <null>, <null>,
4475, 75, 12, <null>, <null>,
4625, 75, 12, <null>, <null>,
4725, 75, 12, <null>, <null>,
5000, 75, 12, <null>, <null>,
5075, 75, 12, <null>, <null>,
5225, 75, 12, <null>, <null>,
5375, 75, 12, <null>, <null>,
5525, 75, 12, <null>, <null>,
5625, 75, 12, <null>, <null>,
5875, 75, 12, <null>, <null>,
5975, 75, 12, <null>, <null>,
6125, 75, 12, <null>, <null>,
6225, 75, 12, <null>, <null>,
6475, 75, 12, <null>, <null>,
6575, 75, 12, <null>, <null>,
6725, 75, 12, <null>, <null>,
6875, 75, 12, <null>, <null>,
7025, 75, 12, <null>, <null>,
7175, 75, 12, <null>, <null>,
7325, 75, 12, <null>, <null>,
7475, 25, 12, <null>, <null>,
7925, -25, 12, <null>, <null>,
8075, -25, 12, <null>, <null>,
8225, -25, 12, <null>, <null>,
8375, -25, 12, <null>, <null>,
8525, -25, 12, <null>, <null>,
8625, -25, 12, <null>, <null>,
8875, -25, 12, <null>, <null>,
9000, -25, 12, <null>, <null>,
9275, 25, 12, <null>, <null>,
9425, 25, 12, <null>, <null>,
9575, 25, 12, <null>, <null>,
9725, -25, 12, <null>, <null>,
9875, -25, 12, <null>, <null>,
10025, -25, 12, <null>, <null>,
10175, -25, 12, <null>, <null>,
10325, -25, 12, <null>, <null>,
10425, -25, 12, <null>, <null>,
10675, -25, 12, <null>, <null>,
10775, -25, 12, <null>, <null>,
10925, -25, 12, <null>, <null>,
11025, -25, 12, <null>, <null>,
11275, -25, 12, <null>, <null>,
11375, -25, 12, <null>, <null>,
11525, -25, 12, <null>, <null>,
11675, -25, 12, <null>, <null>,
11825, -25, 12, <null>, <null>,
11975, -25, 12, <null>, <null>,
12125, -25, 12, <null>, <null>,
12275, -25, 12, <null>, <null>,
12425, -25, 12, <null>, <null>,
12575, -25, 12, <null>, <null>,
12600, -25, 12, <null>, <null>,
12875, -25, 12, <null>, <null>,
13025, -25, 12, <null>, <null>,
13175, -25, 12, <null>, <null>,
13325, -25, 12, <null>, <null>,
13475, -75, 12, <null>, <null>,
13575, -75, 12, <null>, <null>,
13825, -75, 12, <null>, <null>,
13925, -75, 12, <null>, <null>,
14075, -75, 12, <null>, <null>,
14175, -75, 12, <null>, <null>,
14425, -75, 12, <null>, <null>,
14525, -75, 12, <null>, <null>,
14675, -75, 12, <null>, <null>,
14825, -75, 12, <null>, <null>,
14975, -75, 12, <null>, <null>,
15000, -75, 12, <null>, <null>,
15275, -75, 12, <null>, <null>,
15425, -75, 12, <null>, <null>,
15525, -75, 12, <null>, <null>,
15675, -50, 12, <null>, <null>,
15825, -25, 12, <null>, <null>,
15975, -25, 12, <null>, <null>,
16125, -25, 12, <null>, <null>,
16275, 0, 12, <null>, <null>,
16425, 25, 12, <null>, <null>,
16575, 25, 12, <null>, <null>,
16775, 25, 12, <null>, <null>,
16875, 25, 12, <null>, <null>,
17125, 25, 12, <null>, <null>,
17175, 25, 12, <null>, <null>,
17425, 25, 12, <null>, <null>,
17575, 25, 12, <null>, <null>,
17725, 25, 12, <null>, <null>,
17875, 25, 12, <null>, <null>,
19325, 350, 12, <null>, <null>,
19475, 350, 12, <null>, <null>,
19625, 350, 12, <null>, <null>,
19775, 350, 12, <null>, <null>,
19925, 350, 12, <null>, <null>,
20075, 350, 12, <null>, <null>,
20225, 350, 12, <null>, <null>,
20450, -150, 12, <null>, <null>,
20525, -150, 12, <null>, <null>,
20625, -150, 12, <null>, <null>,
20875, -150, 12, <null>, <null>,
20975, -150, 12, <null>, <null>,
21125, -150, 12, <null>, <null>,
21275, -150, 12, <null>, <null>,
21425, -150, 12, <null>, <null>,
21525, -150, 12, <null>, <null>,
21775, -150, 12, <null>, <null>,
21825, -150, 12, <null>, <null>,
22075, -150, 12, <null>, <null>,
22175, -150, 12, <null>, <null>,
22325, -150, 12, <null>, <null>,
22475, -150, 12, <null>, <null>,
22625, -150, 12, <null>, <null>,
22825, -200, 12, <null>, <null>,
22925, -200, 12, <null>, <null>,
23075, -200, 12, <null>, <null>,
23100, -200, 12, <null>, <null>,
23375, -250, 12, <null>, <null>,
23475, -250, 12, <null>, <null>,
23725, -250, 12, <null>, <null>,
23825, -250, 12, <null>, <null>,
23975, -250, 12, <null>, <null>,
24050, -250, 12, <null>, <null>,
24300, -250, 12, <null>, <null>,
24725, -250, 12, <null>, <null>,
24425, -250, 12, <null>, <null>,
24575, -250, 12, <null>, <null>,
25000, -250, 12, <null>, <null>,
24750, -250, 12, <null>, <null>,
25125, -250, 12, <null>, <null>,
25375, -250, 12, <null>, <null>,
25425, -250, 12, <null>, <null>,
25775, -250, 12, <null>, <null>,
25925, -250, 12, <null>, <null>,
26075, -250, 12, <null>, <null>,
26225, -250, 12, <null>, <null>,
26325, -250, 12, <null>, <null>,
26600, -250, 12, <null>, <null>,
26625, -250, 12, <null>, <null>,
26900, -250, 12, <null>, <null>,
26975, -250, 12, <null>, <null>,
27125, -250, 12, <null>, <null>,
27250, -250, 12, <null>, <null>,
27400, -300, 12, <null>, <null>,
27650, -350, 12, <null>, <null>,
27775, -350, 12, <null>, <null>,
27900, -350, 12, <null>, <null>,
28050, -350, 12, <null>, <null>,
28325, -350, 12, <null>, <null>,
28475, -350, 12, <null>, <null>,
28625, -300, 12, <null>, <null>,
28775, -300, 12, <null>, <null>,
28925, -300, 12, <null>, <null>,
29075, -300, 12, <null>, <null>,
29225, -300, 12, <null>, <null>,
29375, -300, 12, <null>, <null>,
29525, -300, 12, <null>, <null>,
29675, -300, 12, <null>, <null>,
29825, -300, 12, <null>, <null>,
29975, -300, 12, <null>, <null>,
30875, -300, 12, <null>, <null>,
30125, -300, 12, <null>, <null>,
30275, -300, 12, <null>, <null>,
30425, -300, 12, <null>, <null>,
30575, -300, 12, <null>, <null>,
30725, -300, 12, <null>, <null>,
7550, 25, 12, <null>, <null>,
7700, -25, 12, <null>, <null>,
7775, -25, 12, <null>, <null>,
16675, 25, 12, <null>, <null>,
23250, -250, 12, <null>, <null>,
22675, -150, 12, <null>, <null>,
25675, -250, 12, <null>, <null>,
27500, -300, 12, <null>, <null>,
250, 575, 12, <null>, <null>,
75, 575, 12, <null>, <null>,
-75, 575, 12, <null>, <null>,
actionIndicators
playerCheckpoints
7100, 0,
11900, -100,
17425, -50,
23850, -325,
28625, -375,
player
0, 540,
enemies
875, 525, enemy,
3275, 25, enemy,
5825, -50, enemy,
6050, 25, enemy,
6125, 25, enemy,
6500, 25, enemy,
6350, -50, enemy,
5375, 25, enemy,
6650, 25, enemy,
6725, 25, enemy,
6575, 25, enemy,
7250, 25, enemy,
7325, 25, enemy,
7550, -25, enemy,
7475, -25, enemy,
7700, -75, enemy,
7850, -75, enemy,
7925, -75, enemy,
8450, -75, enemy,
8525, -75, enemy,
8750, -150, enemy,
9125, -150, enemy,
9275, -25, enemy,
9425, -25, enemy,
9500, -25, enemy,
9575, -25, enemy,
9725, -75, enemy,
9875, -150, enemy,
10025, -75, enemy,
10250, -75, enemy,
10325, -75, enemy,
10850, -75, enemy,
10925, -75, enemy,
11150, -150, enemy,
11300, -75, enemy,
11375, -75, enemy,
11450, -75, enemy,
11525, -75, enemy,
12050, -75, enemy,
12125, -75, enemy,
12275, -75, enemy,
12500, -75, enemy,
12725, -150, enemy,
13250, -75, enemy,
13325, -75, enemy,
13475, -125, enemy,
13550, -125, enemy,
13700, -200, enemy,
14075, -125, enemy,
14375, -200, enemy,
14525, -125, enemy,
14825, -125, enemy,
14900, -125, enemy,
15125, -200, enemy,
15275, -125, enemy,
15425, -125, enemy,
15500, -125, enemy,
15575, -125, enemy,
15725, -100, enemy,
15875, -75, enemy,
16025, -75, enemy,
16100, -75, enemy,
16325, -50, enemy,
16475, -25, enemy,
16625, -25, enemy,
16700, -25, enemy,
16850, -25, enemy,
16175, -75, enemy,
18125, -100, enemy,
18425, -25, enemy,
18275, -75, enemy,
18500, 0, enemy,
18725, 75, enemy,
19025, 175, enemy,
18875, 125, enemy,
19100, 200, enemy,
19175, 225, enemy,
19475, 300, enemy,
19400, 300, enemy,
19700, 300, enemy,
19850, 300, enemy,
19925, 300, enemy,
20000, 300, enemy,
20075, 300, enemy,
20525, -200, enemy,
20825, -275, enemy,
20975, -200, enemy,
21125, -200, enemy,
21725, -275, enemy,
22025, -275, enemy,
22175, -200, enemy,
22250, -200, enemy,
22325, -200, enemy,
22400, -200, enemy,
22475, -200, enemy,
22550, -200, enemy,
22625, -200, enemy,
22850, -250, enemy,
22925, -250, enemy,
23000, -250, enemy,
23075, -250, enemy,
23300, -300, enemy,
23375, -300, enemy,
23450, -300, enemy,
23975, -300, enemy,
24425, -300, enemy,
25325, -375, enemy,
25625, -375, enemy,
25775, -300, enemy,
25925, -300, enemy,
26525, -375, enemy,
26975, -300, enemy,
27050, -300, enemy,
27125, -300, enemy,
27200, -300, enemy,
27425, -350, enemy,
27500, -350, enemy,
26825, -375, enemy,
27725, -400, enemy,
27800, -400, enemy,
27875, -400, enemy,
27950, -400, enemy,
28250, -475, enemy,
28475, -400, enemy,
28775, -350, enemy,
29075, -350, enemy,
29225, -350, enemy,
29300, -350, enemy,
29450, -350, enemy,
29525, -350, enemy,
29600, -350, enemy,
29675, -350, enemy,
17675, -25, enemy,
17825, -25, enemy,
17525, -25, enemy,
24500, -300, enemy,
24650, -300, enemy,
24875, -375, enemy,
25025, -300, enemy,
27650, -400, enemy,
28325, -400, enemy,
killFloors
6050, 125,
4800, 125,
3325, 125,
2325, 125,
1550, 600,
20775, 375,
8750, 50,
10825, 25,
12725, 25,
14000, -25,
15100, -25,
17175, 75,
18950, 400,
18050, 400,
21100, -75,
21900, -75,
23900, -200,
25200, -200,
26625, -200,
28100, -300,
goalBlocks
30875, -350,
breakableWalls
29925, -600,
ziplines
placers
slideWalls
3475, -25,
5575, -25,
6925, -25,
6975, -25,
8125, -125,
2750, -25,
5150, -25,
8950, -125,
10125, -125,
10675, -125,
11725, -125,
12375, -125,
12925, -125,
13975, -175,
14725, -175,
21350, -250,
23750, -350,
24325, -350,
26150, -350,
28950, -400,
powerups
3075, -75,
13025, -150,
26225, -350,
jumpBoosts
1025, 500,
20150, 275,
coins
17000, -125,
17300, -125,
11900, -175,
8300, -175,
21450, -250,
25175, -300,
19600, 200,
keyBindings
skips
mashes
holds
moveLines
